Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerStartAge,CompanyCareerRatio,CurrentRoleCompanyRatio,ManagerCompanyRatio,PromotionLagCompanyRatio,SatisfactionAverage,LogMonthlyIncome,IncomePerJobLevel,OverTimeJobInvolvement
35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8,18,1.0,0.6470588235294118,0.47058823529411764,0.6470588235294118,2.6666666666666665,8.801920904041582,3323.0,0
33,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7,18,0.8666666666666667,0.8461538461538461,0.5384615384615384,0.3076923076923077,3.3333333333333335,8.952346543226227,3862.5,0
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,38,0.5625,0.7777777777777778,0.1111111111111111,0.7777777777777778,2.6666666666666665,9.280425979542871,3575.0,0
36,0,Travel_Rarely,913,Research & Development,9,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2,23,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,9.087946723762116,4423.5,2
27,0,Travel_Rarely,1115,Research & Development,3,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,22,0.8,0.5,0.25,0.25,3.0,7.6236419465115715,2045.0,0
20,1,Travel_Rarely,1362,Research & Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,19,1.0,0.0,1.0,1.0,3.6666666666666665,6.917705609835305,1009.0,3
33,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,23,1.0,0.8,0.7,0.9,1.0,8.116417072794205,3348.0,3
35,0,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,34,1.0,0.0,0.0,0.0,3.0,7.156176637480615,1281.0,0
23,0,Travel_Rarely,885,Research & Development,4,3,Medical,705,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,18,0.6,0.6666666666666666,0.6666666666666666,0.0,1.0,7.944492163932159,2819.0,0
25,0,Travel_Rarely,810,Sales,8,3,Life Sciences,707,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,21,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,8.48714627006394,2425.5,0
38,0,Travel_Rarely,243,Sales,7,4,Marketing,709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,30,0.875,1.0,0.7142857142857143,0.0,3.0,8.301273485191347,2014.0,0
29,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,19,1.0,0.7,0.8,0.2,3.3333333333333335,7.908754738783246,2720.0,0
48,0,Travel_Rarely,817,Sales,2,1,Marketing,712,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,36,0.16666666666666666,1.0,1.0,1.0,2.6666666666666665,9.002208578282412,4060.0,0
27,0,Travel_Frequently,1410,Sales,3,1,Medical,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,21,1.0,0.8333333333333334,0.6666666666666666,0.0,3.3333333333333335,8.444192298531748,2323.5,4
37,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,715,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,33,0.25,0.0,0.0,0.0,3.0,8.45126704130007,4680.0,0
50,0,Travel_Rarely,1207,Research & Development,28,1,Medical,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,30,1.0,0.4,0.4,0.15,3.3333333333333335,8.07775756373692,3221.0,4
34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7,25,0.8888888888888888,0.875,0.875,0.875,2.6666666666666665,9.06207235530708,2873.6666666666665,0
24,1,Travel_Rarely,693,Sales,3,2,Life Sciences,720,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0,20,0.5,1.0,0.0,1.0,1.6666666666666667,8.429017500512511,2288.5,0
39,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10,19,1.0,0.35,0.5,0.55,2.6666666666666665,8.423761246623686,2276.5,0
32,0,Travel_Rarely,929,Sales,10,3,Marketing,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8,22,1.0,0.7,0.8,0.0,4.0,8.593598522618644,2698.0,0
50,1,Travel_Frequently,562,Sales,8,2,Technical Degree,723,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,32,0.2222222222222222,0.75,0.75,0.25,2.0,8.824236617346639,3398.0,3
38,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8,28,0.9,0.7777777777777778,0.8888888888888888,0.1111111111111111,3.0,8.939318740417509,3812.5,0
27,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,18,1.0,0.7777777777777778,0.7777777777777778,0.0,2.6666666666666665,8.910990494656719,2470.6666666666665,0
32,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7,22,0.7,1.0,1.0,1.0,3.6666666666666665,9.320091235935301,3719.6666666666665,0
47,0,Travel_Rarely,703,Sales,14,4,Marketing,728,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,27,0.35,1.0,1.0,0.14285714285714285,3.0,8.509362612301048,2480.0,0
40,0,Travel_Frequently,580,Sales,5,4,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,20,0.9,0.7222222222222222,0.6666666666666666,0.05555555555555555,2.6666666666666665,9.256842205627603,3491.6666666666665,2
53,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,730,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3,21,0.15625,0.2,0.6,0.2,3.0,9.603395460007665,3703.5,0
41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,18,0.9130434782608695,0.2857142857142857,0.2857142857142857,0.5714285714285714,2.6666666666666665,9.859640152755851,3828.2,0
60,0,Travel_Rarely,1179,Sales,16,4,Marketing,732,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,50,0.2,1.0,1.0,1.0,2.0,8.595264726836392,2702.5,0
27,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7,18,1.0,0.7777777777777778,0.7777777777777778,0.1111111111111111,2.6666666666666665,9.081824949740755,2931.0,0
41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,19,1.0,0.3181818181818182,0.45454545454545453,0.09090909090909091,3.0,9.862144589001746,3837.8,0
50,0,Travel_Rarely,316,Sales,8,4,Marketing,738,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2,46,0.5,1.0,1.0,1.0,3.3333333333333335,8.262558973010657,3875.0,0
28,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,741,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7,18,0.7,1.0,1.0,0.42857142857142855,2.3333333333333335,7.7039102096163115,2216.0,1
36,0,Non-Travel,427,Research & Development,8,3,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,26,0.8,0.875,0.625,0.0,1.0,9.368539986649727,3904.3333333333335,0
38,0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0,28,0.1,0.0,0.0,0.0,3.3333333333333335,8.969796305981806,2620.3333333333335,3
44,0,Non-Travel,381,Research & Development,24,3,Medical,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4,35,0.5555555555555556,0.4,0.8,0.2,2.3333333333333335,8.21851757748959,3708.0,0
47,0,Travel_Frequently,217,Sales,3,3,Medical,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,19,0.7857142857142857,0.09090909090909091,0.5909090909090909,0.5,3.6666666666666665,9.530320210727126,3442.5,3
30,0,Travel_Rarely,501,Sales,27,5,Marketing,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7,20,0.8,0.875,0.875,0.875,3.6666666666666665,8.576405051048084,2652.0,0
29,0,Travel_Rarely,1396,Sales,10,3,Life Sciences,749,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,No,11,3,3,0,1,6,3,1,0,0,0,28,1.0,0.0,0.0,0.0,3.0,7.879669914604289,2642.0,0
42,1,Travel_Frequently,933,Research & Development,19,3,Medical,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2,35,0.2857142857142857,1.0,1.0,1.0,3.3333333333333335,7.9229859587111955,2759.0,4
43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,754,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2,36,0.2857142857142857,1.0,1.0,1.0,3.6666666666666665,8.825412915085566,3402.0,0
34,0,Travel_Rarely,970,Research & Development,8,2,Medical,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3,24,0.5,0.2,0.6,0.8,3.0,8.723068501163928,3071.0,0
23,0,Travel_Rarely,650,Research & Development,9,1,Medical,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2,18,0.8,0.75,0.5,0.0,2.3333333333333335,7.824445930877619,2500.0,0
39,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,760,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6,27,0.6666666666666666,0.375,0.75,0.375,2.6666666666666665,8.762489547371581,3194.5,0
56,0,Travel_Rarely,832,Research & Development,9,3,Medical,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1,26,0.3333333333333333,0.7,0.1,0.1,3.3333333333333335,9.315060682746585,2775.75,0
40,0,Travel_Rarely,804,Research & Development,2,1,Medical,763,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3,35,0.8,0.5,0.75,0.5,4.0,7.759187438507795,2342.0,2
27,0,Travel_Rarely,975,Research & Development,7,3,Medical,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7,18,0.7777777777777778,0.8571428571428571,1.0,0.0,2.0,8.826441041782578,3405.5,0
29,0,Travel_Rarely,1090,Sales,10,3,Marketing,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2,27,1.0,1.0,1.0,1.0,3.3333333333333335,7.739794458408701,2297.0,0
53,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2,34,0.10526315789473684,1.0,1.0,1.0,4.0,7.804251383528112,1225.0,0
35,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0,19,0.0625,0.0,0.0,0.0,2.0,8.535818655539403,2546.5,0
32,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7,22,1.0,0.8,0.7,0.4,3.0,8.577347114235984,2654.5,0
38,0,Travel_Rarely,268,Research & Development,2,5,Medical,773,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1,32,0.16666666666666666,0.0,1.0,0.0,3.0,8.025516386489008,3057.0,3
34,0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0,27,0.0,0.0,0.0,0.0,2.0,8.541300266759471,2560.5,0
52,0,Travel_Rarely,621,Sales,3,4,Marketing,776,3,Male,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16,18,1.0,0.17647058823529413,0.47058823529411764,0.029411764705882353,1.6666666666666667,9.732521279780308,4214.0,0
33,1,Travel_Rarely,527,Research & Development,1,4,Other,780,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8,23,1.0,0.9,0.8,0.7,3.6666666666666665,7.8961806086154915,2686.0,3
25,0,Travel_Rarely,883,Sales,26,1,Medical,781,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4,19,1.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,3.0,8.729235349659273,3090.0,0
45,0,Travel_Rarely,954,Sales,2,2,Technical Degree,783,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1,36,0.8888888888888888,0.875,0.125,0.375,2.0,8.799812469525556,3316.0,0
23,0,Travel_Rarely,310,Research & Development,10,1,Medical,784,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2,21,1.0,1.0,1.0,0.0,2.6666666666666665,8.16223106548118,3505.0,0
47,1,Travel_Frequently,719,Sales,27,2,Life Sciences,785,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3,39,0.625,0.8,0.6,0.2,3.0,8.763740720509464,3198.5,4
34,0,Travel_Rarely,304,Sales,2,3,Other,786,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4,28,1.0,0.8333333333333334,0.6666666666666666,0.16666666666666666,3.6666666666666665,8.744328763999984,3137.0,0
55,1,Travel_Rarely,725,Research & Development,2,3,Medical,787,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4,31,0.20833333333333334,0.4,0.8,0.2,3.0,9.896462937599164,3971.8,3
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,26,1.0,0.7,0.9,0.0,1.3333333333333333,8.934323331054905,2529.0,0
52,0,Non-Travel,715,Research & Development,19,4,Medical,791,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2,47,0.8,0.75,0.5,0.25,3.0,8.356789669923213,4258.0,0
26,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,21,0.4,1.0,0.0,1.0,2.0,8.381373468273702,4364.0,0
29,0,Travel_Rarely,657,Research & Development,27,3,Medical,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1,18,0.7272727272727273,0.875,0.125,0.125,2.0,8.374707543119483,2167.5,0
26,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,796,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2,20,0.6666666666666666,0.75,0.5,0.25,2.6666666666666665,8.580543506917,2663.0,0
34,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,797,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3,24,0.4,0.5,0.75,0.25,3.0,8.0959035329611,3280.0,0
54,0,Travel_Rarely,376,Research & Development,19,4,Medical,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4,45,0.5555555555555556,0.6,0.8,0.2,2.3333333333333335,8.60995467149755,2742.5,3
27,0,Travel_Frequently,829,Sales,8,1,Marketing,800,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1,22,0.8,0.5,0.25,0.25,3.0,8.376320632534823,2171.0,0
37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,31,0.8333333333333334,0.6,0.6,0.8,2.3333333333333335,7.931284761525891,2782.0,3
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,21,0.8823529411764706,0.4666666666666667,0.8,0.26666666666666666,2.0,8.696343057044556,2990.0,4
34,0,Travel_Rarely,121,Research & Development,2,4,Medical,804,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3,28,1.0,0.8333333333333334,0.5,0.16666666666666666,2.3333333333333335,8.385260520155413,4381.0,0
35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,805,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2,32,1.0,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,7.8528278122817445,2572.0,0
30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2,23,0.2857142857142857,1.0,1.0,0.0,3.3333333333333335,8.251663923605589,3833.0,0
40,0,Travel_Frequently,791,Research & Development,2,2,Medical,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,32,1.0,0.875,0.875,0.375,3.0,8.353497098745448,2122.0,0
34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,808,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2,28,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,8.77971129020447,3250.0,0
42,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,809,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9,18,1.0,0.2916666666666667,0.375,0.5833333333333334,2.6666666666666665,9.821789308551622,3686.0,0
23,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0,22,0.0,0.0,0.0,0.0,2.3333333333333335,7.379008127628304,1601.0,4
24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0,23,1.0,0.0,0.0,0.0,2.6666666666666665,7.899153483343097,2694.0,0
52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4,43,0.5555555555555556,0.4,0.8,0.2,3.0,8.055157731819678,1574.5,0
50,0,Travel_Rarely,691,Research & Development,2,3,Medical,815,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3,20,0.13333333333333333,0.75,0.75,0.0,3.3333333333333335,9.777924329560783,4409.75,0
29,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,28,1.0,0.0,0.0,0.0,2.3333333333333335,7.749322464660356,2319.0,2
33,0,Travel_Rarely,213,Research & Development,7,3,Medical,817,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,19,0.9285714285714286,0.6923076923076923,0.5384615384615384,0.23076923076923078,3.3333333333333335,9.366660126231137,3897.0,0
33,1,Travel_Rarely,118,Sales,16,3,Marketing,819,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2,27,0.5,0.6666666666666666,0.6666666666666666,0.0,1.6666666666666667,8.580167990577626,2662.0,0
47,0,Travel_Rarely,202,Research & Development,2,2,Other,820,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,21,1.0,0.5384615384615384,0.0,0.11538461538461539,3.3333333333333335,9.726332625693532,4188.0,3
36,0,Travel_Rarely,676,Research & Development,1,3,Other,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5,26,0.9,0.7777777777777778,0.5555555555555556,0.0,2.0,8.56197533418813,2614.0,0
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,824,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,19,1.0,0.7,0.7,0.0,3.0,7.901377353792616,2700.0,0
58,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,825,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8,18,0.775,0.4838709677419355,0.25806451612903225,0.41935483870967744,3.3333333333333335,9.865110483415124,3849.2,3
35,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,826,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,28,0.2857142857142857,1.0,1.0,1.0,3.3333333333333335,7.826842098158293,2506.0,0
42,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2,34,0.5,0.75,0.5,0.0,4.0,8.70996000607173,3031.0,2
28,1,Travel_Rarely,890,Research & Development,2,4,Medical,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1,23,0.4,1.0,0.5,1.0,3.3333333333333335,8.38548870041881,4382.0,0
36,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,829,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4,28,0.625,0.4,0.8,0.0,2.3333333333333335,7.670428522190693,2143.0,0
32,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8,18,1.0,0.9285714285714286,0.5714285714285714,0.42857142857142855,3.0,8.726318950962243,3081.0,0
40,0,Travel_Frequently,720,Research & Development,16,4,Medical,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,30,0.1,0.0,0.0,0.0,2.6666666666666665,8.536014945656826,2547.0,0
30,0,Travel_Rarely,946,Research & Development,2,3,Medical,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0,18,0.0,0.0,0.0,0.0,3.0,8.83608319099221,3438.5,2
45,0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,834,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0,44,1.0,0.0,0.0,0.0,3.0,7.729735331385051,2274.0,0
42,0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,32,0.9,0.8888888888888888,0.8888888888888888,0.7777777777777778,2.6666666666666665,8.39728289474368,2217.0,0
38,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2,25,0.3076923076923077,0.75,0.5,0.25,1.6666666666666667,8.746557354543503,3144.0,0
34,0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,838,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,1,No,16,3,3,0,6,3,3,5,2,1,3,28,0.8333333333333334,0.4,0.6,0.2,3.3333333333333335,7.845416036592485,2553.0,0
49,1,Travel_Rarely,1184,Sales,11,3,Marketing,840,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7,40,1.0,0.8888888888888888,0.7777777777777778,0.7777777777777778,2.6666666666666665,8.943114308091785,2551.3333333333335,0
55,1,Travel_Rarely,436,Sales,2,1,Medical,842,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3,43,0.75,0.7777777777777778,0.3333333333333333,0.7777777777777778,3.3333333333333335,8.548885638148727,2580.0,0
